endid,endname,end_lat,end_long,geometry,zipcode
13398,Blackstone Ave & Hyde Park Blvd,41.802563,-87.59037,POINT (-87.59036999999999 41.802563),60615
13409,Sangamon St & Washington Blvd,41.883163,-87.6511,POINT (-87.6511 41.883163),60607
13420,MLK Jr Dr & Pershing Rd,41.8246,-87.61678,POINT (-87.61678000000001 41.8246),60653
13427,Cityfront Plaza Dr & Pioneer Ct,41.89057,-87.62207,POINT (-87.62206999999999 41.89057),60611
13430,LaSalle St & Illinois St,41.890762,-87.6317,POINT (-87.6317 41.890762),60654
13431,Adler Planetarium,41.869404,-87.61625,POINT (-87.61624999999999 41.869404),60605
13432,Wood St & Hubbard St,41.889904,-87.67143,POINT (-87.67143 41.889904),60622
13434,Ashland Ave & Grand Ave,41.891132,-87.66657,POINT (-87.66656999999999 41.891132),60642
15442,Ashland Ave & Archer Ave,41.83921,-87.66561,POINT (-87.66561 41.83921),60608
15443,Shields Ave & 28th Pl,41.84273,-87.63549,POINT (-87.63549 41.84273),60616
