endid,endname,end_lat,end_long,geometry,zipcode
31200.0,Massachusetts Ave & Dupont Circle NW,38.9101,-77.0444,POINT (-77.0444 38.9101),20036
31201.0,15th & P St NW,38.909866,-77.034424,POINT (-77.034424 38.909866),20005
31202.0,14th & R St NW,38.913048,-77.032005,POINT (-77.032005 38.913048),20009
31203.0,14th & Rhode Island Ave NW,38.908585,-77.03235,POINT (-77.03234999999999 38.908585),20005
31204.0,20th & E St NW,38.8963,-77.045,POINT (-77.045 38.8963),20006
31205.0,21st & I St NW,38.90071,-77.04645,POINT (-77.04644999999999 38.90071),20006
31206.0,19th & E Street NW,38.8952,-77.0436,POINT (-77.0436 38.8952),20245
31207.0,Georgia Ave and Fairmont St NW,38.9249,-77.0222,POINT (-77.0222 38.9249),20001
31208.0,M St & New Jersey Ave SE,38.87635,-77.00373,POINT (-77.00373 38.87635),20303
31209.0,1st & N St  SE,38.8743,-77.0057,POINT (-77.0057 38.8743),20303
31211.0,Kennedy Center,38.897293,-77.05557,POINT (-77.05557 38.897293),20566
31212.0,New Hampshire Ave & Ward Pl NW,38.905712,-77.04732,POINT (-77.04732 38.905712),20036
31213.0,17th & K St NW,38.90276,-77.03863,POINT (-77.03863 38.90276),20036
31214.0,17th & Corcoran St NW,38.9121,-77.0387,POINT (-77.03870000000001 38.9121),20009
31215.0,Georgetown Harbor / 30th St NW,38.90222,-77.05922,POINT (-77.05922 38.90222),20007
31216.0,14th St & New York Ave NW,38.899895,-77.03182,POINT (-77.03182 38.899895),20005
31217.0,USDA / 12th & C St SW,38.886276,-77.028244,POINT (-77.028244 38.886276),20024
31218.0,L'Enfant Plaza / 7th & C St SW,38.886265,-77.02224,POINT (-77.02224 38.886265),20597
31219.0,10th St & Constitution Ave NW,38.89303,-77.02602,POINT (-77.02602 38.89303),20530
31220.0,US Dept of State / Virginia Ave & 21st St NW,38.894962,-77.04657,POINT (-77.04657 38.894962),20006
31221.0,18th & M St NW,38.905125,-77.04211,POINT (-77.04210999999999 38.905125),20036
31222.0,New York Ave & 15th St NW,38.899033,-77.033356,POINT (-77.033356 38.899033),20005
31223.0,Convention Center / 7th & M St NW,38.905777,-77.02207,POINT (-77.02207 38.905777),20001
31224.0,18th & L St NW,38.90374,-77.04245,POINT (-77.04245 38.90374),20036
31225.0,C & O Canal & Wisconsin Ave NW,38.90375,-77.06269,POINT (-77.06269 38.90375),20007
31226.0,34th St & Wisconsin Ave NW,38.916443,-77.0682,POINT (-77.0682 38.916443),20007
31227.0,13th St & New York Ave NW,38.900284,-77.02982,POINT (-77.02982 38.900284),20005
31228.0,8th & H St NW,38.8997,-77.02309,POINT (-77.02309 38.8997),20001
31229.0,New Hampshire Ave & T St NW,38.915543,-77.03825,POINT (-77.03825000000001 38.915543),20009
31230.0,Metro Center / 12th & G St NW,38.898365,-77.02787,POINT (-77.02786999999999 38.898365),20005
31231.0,14th & D St NW / Ronald Reagan Building,38.894512,-77.03162,POINT (-77.03162 38.894512),20004
31232.0,7th & F St NW / National Portrait Gallery,38.89728,-77.022194,POINT (-77.022194 38.89728),20004
31233.0,17th & K St NW / Farragut Square,38.90206,-77.03832,POINT (-77.03832 38.90206),20006
31234.0,20th & O St NW / Dupont South,38.908905,-77.04478,POINT (-77.04478 38.908905),20036
31235.0,19th St & Constitution Ave NW,38.8923,-77.0436,POINT (-77.0436 38.8923),20245
31236.0,37th & O St NW / Georgetown University,38.90774,-77.071655,POINT (-77.07165500000001 38.90774),20007
31237.0,25th St & Pennsylvania Ave NW,38.90397,-77.0533,POINT (-77.05329999999999 38.90397),20037
31238.0,14th & G St NW,38.89841,-77.03228,POINT (-77.03228 38.89841),20005
31239.0,Rhode Island & Connecticut Ave NW,38.905994,-77.0398,POINT (-77.0398 38.905994),20036
31240.0,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,38.88412,-77.04657,POINT (-77.04657 38.88412),20418
31241.0,Thomas Circle,38.9059,-77.0325,POINT (-77.0325 38.9059),20005
31242.0,18th St & Pennsylvania Ave NW,38.89968,-77.04154,POINT (-77.04154 38.89968),20006
31243.0,4th & C St SW,38.88637,-77.0177,POINT (-77.0177 38.88637),20547
31244.0,4th & E St SW,38.88412,-77.01745,POINT (-77.01745 38.88412),20024
31245.0,7th & R St NW / Shaw Library,38.912647,-77.022766,POINT (-77.022766 38.912647),20001
31246.0,M St & Pennsylvania Ave NW,38.905125,-77.056885,POINT (-77.05688499999999 38.905125),20007
31247.0,Jefferson Dr & 14th St SW,38.888554,-77.03243,POINT (-77.03243000000001 38.888554),20024
31248.0,Smithsonian-National Mall / Jefferson Dr & 12th St SW,38.888775,-77.028694,POINT (-77.028694 38.888775),20560
31249.0,Jefferson Memorial,38.879818,-77.037415,POINT (-77.037415 38.879818),20242
31250.0,20th & L St NW,38.903584,-77.04479,POINT (-77.04479000000001 38.903584),20036
31251.0,12th & L St NW,38.90382,-77.0284,POINT (-77.0284 38.90382),20005
31252.0,21st St & Pennsylvania Ave NW,38.90154,-77.04656,POINT (-77.04656 38.90154),20037
31253.0,19th & K St NW,38.902203,-77.04337,POINT (-77.04337 38.902203),20006
31254.0,15th & K St NW,38.902,-77.03353,POINT (-77.03353 38.902),20005
31255.0,24th & N St NW,38.9066,-77.05152,POINT (-77.05152 38.9066),20037
31256.0,10th & E St NW,38.895912,-77.02606,POINT (-77.02606 38.895912),20004
31257.0,22nd & I St NW / Foggy Bottom,38.901478,-77.04891,POINT (-77.04891000000001 38.901478),20037
31258.0,Lincoln Memorial,38.888256,-77.04944,POINT (-77.04944 38.888256),20037
31259.0,20th St & Virginia Ave NW,38.894722,-77.04513,POINT (-77.04513 38.894722),20245
31260.0,23rd & E St NW ,38.896103,-77.04988,POINT (-77.04988 38.896103),20037
31261.0,21st St & Constitution Ave NW,38.89246,-77.04657,POINT (-77.04657 38.89246),20551
31262.0,11th & F St NW,38.897858,-77.02698,POINT (-77.02697999999999 38.897858),20004
31263.0,10th & K St NW,38.9024,-77.02622,POINT (-77.02622 38.9024),20001
31264.0,6th St & Indiana Ave NW,38.894573,-77.01994,POINT (-77.01994000000001 38.894573),20004
31265.0,5th St & Massachusetts Ave NW,38.90093,-77.01868,POINT (-77.01868 38.90093),20001
31266.0,11th & M St NW,38.905605,-77.02714,POINT (-77.02714 38.905605),20001
31267.0,17th St & Massachusetts Ave NW,38.908142,-77.03836,POINT (-77.03836 38.908142),20036
31268.0,12th & U St NW,38.916786,-77.02814,POINT (-77.02813999999999 38.916786),20009
31269.0,3rd St & Pennsylvania Ave SE,38.88738,-77.00195,POINT (-77.00194999999999 38.88738),20003
31270.0,8th & D St NW,38.89485,-77.02324,POINT (-77.02324 38.89485),20004
31271.0,Constitution Ave & 2nd St NW/DOL,38.892277,-77.013916,POINT (-77.01391599999999 38.892277),20001
31272.0,Washington & Independence Ave SW/HHS,38.88698,-77.01377,POINT (-77.01376999999999 38.88698),20024
31273.0,Hains Point/Buckeye & Ohio Dr SW,38.878433,-77.03023,POINT (-77.03023 38.878433),20024
31274.0,10th & G St NW,38.898243,-77.02624,POINT (-77.02624 38.898243),20001
31275.0,New Hampshire Ave & 24th St NW,38.901756,-77.05109,POINT (-77.05109 38.901756),20037
31276.0,15th & L St NW,38.90365,-77.03492,POINT (-77.03492 38.90365),20036
31277.0,17th & G St NW,38.89828,-77.039734,POINT (-77.039734 38.89828),20552
31278.0,18th & R St NW,38.912647,-77.04183,POINT (-77.04183 38.912647),20009
31279.0,19th & G St NW,38.89841,-77.04318,POINT (-77.04318000000001 38.89841),20006
31280.0,11th & S St NW,38.91376,-77.02702,POINT (-77.02701999999999 38.91376),20009
31281.0,8th & O St NW,38.90864,-77.02277,POINT (-77.02276999999999 38.90864),20001
31282.0,16th & R St NW,38.91265,-77.03628,POINT (-77.03628 38.91265),20009
31283.0,14th & L St NW,38.90366,-77.03174,POINT (-77.03174 38.90366),20005
31284.0,18th & C St NW,38.893513,-77.04154,POINT (-77.04154 38.893513),20240
31285.0,22nd & P ST NW,38.909393,-77.04873,POINT (-77.04873000000001 38.909393),20037
31286.0,11th & O St NW,38.90843,-77.02714,POINT (-77.02714 38.90843),20005
31287.0,10th St & L'Enfant Plaza SW,38.884323,-77.02601,POINT (-77.02601 38.884323),20536
31288.0,4th St & Madison Dr NW,38.890495,-77.01725,POINT (-77.01725 38.890495),20565
31289.0,Henry Bacon Dr & Lincoln Memorial Circle NW,38.890537,-77.049385,POINT (-77.049385 38.890537),20037
31290.0,17th St & Independence Ave SW,38.888096,-77.03832,POINT (-77.03832 38.888096),20024
31291.0,Vermont Ave & I St NW,38.90114,-77.034454,POINT (-77.034454 38.90114),20005
31292.0,22nd St & Constitution Ave NW,38.89244,-77.04895,POINT (-77.04895 38.89244),20037
31293.0,31st & Water St NW,38.902813,-77.06104,POINT (-77.06104000000001 38.902813),20007
31294.0,7th & E St SW,38.883537,-77.02153,POINT (-77.02153 38.883537),20024
31295.0,Potomac & M St NW,38.90537,-77.06515,POINT (-77.06515 38.90537),20007
31296.0,Columbia & Ontario Rd NW,38.924088,-77.04079,POINT (-77.04079 38.924088),20009
31297.0,Virginia Ave & 25th St NW,38.8995,-77.05415,POINT (-77.05415000000001 38.8995),20037
31298.0,15th & M St NW,38.905422,-77.034676,POINT (-77.034676 38.905422),20005
31299.0,Connecticut Ave & R St NW,38.912643,-77.04564,POINT (-77.04564000000001 38.912643),20009
31300.0,Van Ness Metro / UDC,38.94455,-77.063896,POINT (-77.063896 38.94455),20008
31301.0,Ward Circle / American University,38.93879,-77.08727,POINT (-77.08727 38.93879),20016
31302.0,Wisconsin Ave & Newark St NW,38.93488,-77.072754,POINT (-77.072754 38.93488),20016
31303.0,Tenleytown / Wisconsin Ave & Albemarle St NW,38.947605,-77.079384,POINT (-77.079384 38.947605),20016
31304.0,36th & Calvert St NW / Glover Park,38.92258,-77.070335,POINT (-77.070335 38.92258),20007
31305.0,Connecticut Ave & Newark St NW / Cleveland Park,38.934265,-77.057976,POINT (-77.057976 38.934265),20008
31306.0,39th & Calvert St NW / Stoddert,38.92265,-77.07727,POINT (-77.07727 38.92265),20007
31307.0,3000 Connecticut Ave NW / National Zoo,38.930283,-77.055595,POINT (-77.055595 38.930283),20008
31308.0,39th & Veazey St NW,38.94393,-77.07718,POINT (-77.07718 38.94393),20016
31309.0,Fessenden St & Wisconsin Ave NW,38.95481,-77.08243,POINT (-77.08243 38.95481),20016
31310.0,Connecticut & Nebraska Ave NW,38.954983,-77.07001,POINT (-77.07001 38.954983),20008
31312.0,Wisconsin Ave & O St NW,38.90849,-77.06358,POINT (-77.06358 38.90849),20007
31313.0,Connecticut Ave & Tilden St NW,38.94114,-77.06197,POINT (-77.06197 38.94114),20008
31314.0,34th & Water St NW,38.903732,-77.06753,POINT (-77.06753 38.903732),20007
